Tour_ID,country,continent,age_group,travel_with,total_female,total_male,purpose,main_activity,info_source,tour_arrangement,package_transport_int,package_accomodation,package_food,package_transport_tz,package_sightseeing,package_guided_tour,package_insurance,night_mainland,night_zanzibar,first_trip_tz,cost_category
tour_idmqo1nh6h,Italy,Europe,25-44,Spouse and Children,3,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,7,Yes,High Cost
tour_idunjpqdt9,United Kingdom,Europe,45-64,Alone,1,0,Other,Hunting Tourism,"Travel agent, tour operator",Independent Tour,No,No,No,No,No,No,No,3,0,No,Normal Cost
tour_idjnaraw3n,Netherlands,Europe,25-44,Spouse,1,1,Leisure and Holidays,Mountain Climbing,Others,Independent Tour,No,No,No,No,No,No,No,5,8,Yes,High Cost
tour_iduq2bdpk9,France,Europe,25-44,Spouse and Children,1,2,Leisure and Holidays,Mountain Climbing,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,5,4,Yes,Higher Cost
tour_id1ejzm3ky,United States of America,North America,45-64,Spouse,1,1,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,14,0,Yes,Highest Cost
tour_idcuglc7bp,France,Europe,45-64,Spouse and Children,4,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,10,0,Yes,Higher Cost
tour_id8vj6zpgc,United States of America,North America,65+,Spouse,1,1,Leisure and Holidays,Mountain Climbing,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,16,0,Yes,Highest Cost
tour_id0atj7w3x,Netherlands,Europe,25-44,Spouse and Children,2,2,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,No,Yes,Yes,No,No,12,5,Yes,Higher Cost
tour_idezw63r0k,Korea,Asia,25-44,With children,0,1,Leisure and Holidays,Wildlife Tourism,"Radio, TV, Web",Independent Tour,No,No,No,No,No,No,No,3,0,Yes,Normal Cost
tour_idj2hfwwtz,South Africa,Africa,45-64,Spouse,1,1,Leisure and Holidays,Mountain Climbing,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,8,2,Yes,Normal Cost
tour_id2u9wk21g,United Kingdom,Europe,25-44,Alone,0,1,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,30,16,Yes,High Cost
tour_iduxuil1ww,United Kingdom,Europe,25-44,Alone,0,1,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,No,No,No,Yes,No,7,0,No,Normal Cost
tour_idws056f1t,United States of America,North America,45-64,Alone,0,1,Leisure and Holidays,Mountain Climbing,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,11,0,Yes,Higher Cost
tour_idul53bd68,France,Europe,45-64,Friends/Relatives,2,2,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,No,0,7,No,Higher Cost
tour_id2emhvx4q,United States of America,North America,45-64,Alone,0,1,Leisure and Holidays,Conference Tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,No,No,9,0,Yes,Normal Cost
tour_idk21y0ydq,Switzerland,Europe,45-64,With children,1,1,Visiting Friends and Relatives,Mountain Climbing,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,14,0,No,High Cost
tour_idunhyikd3,South Africa,Africa,25-44,Alone,0,1,Business,Hunting Tourism,Others,Independent Tour,No,No,No,No,No,No,No,4,0,Yes,Normal Cost
tour_idkgijmvos,Italy,Europe,45-64,Spouse,1,1,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,18,0,Yes,High Cost
tour_idw8ax88as,Drc,Africa,18-24,Alone,1,0,Business,Hunting Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,4,0,Yes,Lower Cost
tour_id8vktgw1j,Italy,Europe,25-44,Spouse,1,3,Leisure and Holidays,Business,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,Yes,0,7,Yes,Higher Cost
tour_id1y2lkovv,Italy,Europe,45-64,Spouse and Children,2,1,Leisure and Holidays,Beach Tourism,"Newspaper, magazines, brochures",Independent Tour,No,No,No,No,No,No,No,0,7,Yes,Higher Cost
tour_id6yyockbe,Zambia,Africa,25-44,Alone,3,0,Meetings and Conference,Mountain Climbing,"Friends, relatives",Package Tour,No,Yes,No,No,No,No,No,8,0,No,Lower Cost
tour_id57imcvvi,United States of America,North America,25-44,Spouse,1,1,Leisure and Holidays,Conference Tourism,"Radio, TV, Web",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10,0,Yes,Higher Cost
tour_id2lx6kes7,Spain,Europe,25-44,Spouse and Children,1,2,Leisure and Holidays,Mountain Climbing,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,5,Yes,Higher Cost
tour_idrarg9bdo,Italy,Europe,25-44,Spouse,1,1,Leisure and Holidays,Beach Tourism,"Radio, TV, Web",Independent Tour,No,No,No,No,No,No,No,0,18,Yes,Normal Cost
tour_id7xtxfm3z,Austria,Europe,45-64,Friends/Relatives,2,3,Leisure and Holidays,Conference Tourism,"Friends, relatives",Package Tour,No,No,No,No,No,Yes,No,14,0,No,Higher Cost
tour_idv1h44fbg,France,Europe,45-64,Spouse,1,1,Leisure and Holidays,Mountain Climbing,"Travel agent, tour operator",Package Tour,Yes,No,Yes,Yes,No,No,No,7,0,Yes,Higher Cost
tour_id30fozkzp,China,Asia,18-24,Friends/Relatives,2,0,Leisure and Holidays,Mountain Climbing,"Travel agent, tour operator",Independent Tour,No,No,No,No,No,No,No,40,4,Yes,Normal Cost
tour_idmwcfu06l,United Kingdom,Europe,25-44,Alone,1,0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Independent Tour,No,No,No,No,No,No,No,9,0,Yes,Lower Cost
tour_idf6prgpca,United Kingdom,Europe,25-44,Alone,1,0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,6,0,Yes,Normal Cost
tour_idqpfebx3b,United Kingdom,Europe,18-24,Alone,1,0,Visiting Friends and Relatives,Beach Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,28,0,No,Low Cost
tour_id6h0ecjyr,France,Europe,45-64,With children,2,1,Leisure and Holidays,Mountain Climbing,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,9,0,Yes,Higher Cost
tour_id3ju3dhi6,Australia,Australia,45-64,Spouse,1,1,Leisure and Holidays,Mountain Climbing,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,14,3,Yes,High Cost
tour_iddzq30fhy,India,Asia,25-44,Spouse,1,1,Business,Wildlife Tourism,Others,Independent Tour,No,No,No,No,No,No,No,8,0,No,Normal Cost
tour_idm6goqe3g,Turkey,Europe,25-44,Spouse,1,1,Leisure and Holidays,Mountain Climbing,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,5,0,Yes,Normal Cost
tour_ido0amm724,Ireland,Europe,45-64,Spouse,1,1,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,0,Yes,Higher Cost
tour_id0m1vjj3c,Australia,Australia,45-64,With children,1,0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,0,Yes,Higher Cost
tour_id28f94rwe,United Kingdom,Europe,45-64,With children,1,0,Visiting Friends and Relatives,Beach Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,21,0,Yes,Lower Cost
tour_idea5rhtu6,Germany,Europe,18-24,Friends/Relatives,2,0,Leisure and Holidays,Wildlife Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,0,6,Yes,Normal Cost
tour_idolsgj969,Australia,Australia,18-24,Alone,1,0,Volunteering,Mountain Climbing,"Radio, TV, Web",Independent Tour,No,No,No,No,No,No,No,24,0,Yes,Normal Cost
tour_idy9v8snj2,Sweden,Europe,<18,Alone,1,0,Visiting Friends and Relatives,Beach Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,30,0,No,Low Cost
tour_idz89ho1gx,Italy,Europe,25-44,Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,7,Yes,High Cost
tour_id2xc2b9mw,Sweden,Europe,18-24,Alone,1,0,Leisure and Holidays,Conference Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,16,0,Yes,Normal Cost
tour_id3hlxutkr,France,Europe,65+,Spouse,1,1,Leisure and Holidays,Mountain Climbing,"Newspaper, magazines, brochures",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,0,Yes,Higher Cost
tour_iditta2ams,Zambia,Africa,25-44,Alone,0,1,Other,Hunting Tourism,"Newspaper, magazines, brochures",Independent Tour,No,No,No,No,No,No,No,2,0,No,Lower Cost
tour_id21gvkc4q,Switzerland,Europe,18-24,Alone,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,3,Yes,Higher Cost
tour_id03r1t67o,Germany,Europe,18-24,Alone,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,No,No,No,No,No,No,No,7,8,Yes,High Cost
tour_idgffgfsob,Australia,Australia,25-44,Alone,0,1,Leisure and Holidays,Mountain Climbing,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,5,0,Yes,Lower Cost
tour_idgjmvyw6y,Italy,Europe,25-44,Friends/Relatives,6,4,Leisure and Holidays,Beach Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,9,No,Higher Cost
tour_id4qa2kd3z,France,Europe,25-44,Spouse and Children,3,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,Yes,2,19,Yes,Higher Cost
tour_idc5fwg7f7,France,Europe,25-44,Spouse and Children,4,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Independent Tour,No,No,No,No,No,No,No,10,5,Yes,Higher Cost
tour_idy2zd9d8i,United Kingdom,Europe,25-44,Alone,0,1,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,10,0,No,Normal Cost
tour_idfixbrjze,India,Asia,25-44,Friends/Relatives,0,1,Business,Mountain Climbing,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,11,0,Yes,Normal Cost
tour_id3s9857gq,United States of America,North America,25-44,Spouse,1,1,Leisure and Holidays,Conference Tourism,"Newspaper, magazines, brochures",Independent Tour,No,No,No,No,No,No,No,8,4,Yes,High Cost
tour_idtuwpjhil,United Kingdom,Europe,45-64,Spouse,1,1,Leisure and Holidays,Beach Tourism,"Newspaper, magazines, brochures",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,0,5,Yes,High Cost
tour_idt40ni01s,Canada,North America,45-64,Friends/Relatives,2,0,Volunteering,Hunting Tourism,Tanzania Mission Abroad,Independent Tour,No,No,No,No,No,No,No,49,0,Yes,Lower Cost
tour_id27dzyxol,Netherlands,Europe,45-64,Spouse,1,1,Leisure and Holidays,Conference Tourism,Others,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,16,0,Yes,High Cost
tour_id0zyseej1,Canada,North America,45-64,Alone,0,1,Visiting Friends and Relatives,Mountain Climbing,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,9,3,Yes,High Cost
tour_idmry11jnf,Kenya,Africa,45-64,Alone,0,1,Business,Wildlife Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,4,0,No,Normal Cost
tour_idn7o7of69,Spain,Europe,18-24,With children,0,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Independent Tour,No,No,No,No,No,No,No,13,0,Yes,Normal Cost
tour_id6m0gg25x,Ireland,Europe,25-44,With children,0,1,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,Yes,No,13,0,Yes,High Cost
tour_idr1ar1p1e,Malaysia,Asia,45-64,Alone,0,1,Leisure and Holidays,Mountain Climbing,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,Yes,No,5,0,Yes,Higher Cost
tour_idwz7bwt05,United Kingdom,Europe,45-64,Spouse and Children,2,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,5,Yes,Higher Cost
tour_idza0r1so8,Canada,North America,45-64,Friends/Relatives,1,1,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,16,0,Yes,Higher Cost
tour_idu4my2d8w,Ireland,Europe,<18,Friends/Relatives,1,1,Leisure and Holidays,Conference Tourism,Inflight magazines,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,14,0,Yes,Normal Cost
tour_idpu2xsyc2,Zambia,Africa,25-44,Alone,0,1,Business,Hunting Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,2,0,No,Normal Cost
tour_idukhqmxpo,New Zealand,Australia,25-44,Spouse,1,1,Leisure and Holidays,Wildlife Tourism,Others,Package Tour,No,Yes,Yes,Yes,No,No,No,3,3,Yes,Low Cost
tour_idkyumgq7e,Spain,Europe,45-64,Alone,0,1,Visiting Friends and Relatives,Mountain Climbing,"Travel agent, tour operator",Independent Tour,No,No,No,No,No,No,No,2,0,No,Low Cost
tour_idm5ibdbdc,Belgium,Europe,18-24,Spouse,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,Yes,0,7,Yes,High Cost
tour_idbi7t4yc3,United Kingdom,Europe,25-44,Alone,1,0,Leisure and Holidays,Wildlife Tourism,"Radio, TV, Web",Package Tour,No,Yes,Yes,Yes,No,No,No,10,3,No,Normal Cost
tour_id3a9eszz2,United States of America,North America,65+,Spouse,1,1,Leisure and Holidays,Mountain Climbing,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,5,7,Yes,High Cost
tour_idfhp697og,Malaysia,Asia,25-44,With children,0,1,Scientific and Academic,Hunting Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,15,0,No,Normal Cost
tour_idu1uqtf0y,United States of America,North America,25-44,Spouse,1,1,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,12,0,Yes,Higher Cost
tour_idp14jjn4s,Kenya,Africa,25-44,Spouse,1,1,Leisure and Holidays,Beach Tourism,"Newspaper, magazines, brochures",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,0,3,No,Low Cost
tour_idp9i2c9lo,China,Asia,25-44,Friends/Relatives,1,1,Leisure and Holidays,Mountain Climbing,"Newspaper, magazines, brochures",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,11,0,Yes,Higher Cost
tour_id9yxvecny,Italy,Europe,25-44,Friends/Relatives,0,2,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,2,13,No,Normal Cost
tour_idjfknn5t1,United States of America,North America,65+,Spouse,1,1,Leisure and Holidays,Mountain Climbing,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,Yes,No,Yes,5,0,Yes,Higher Cost
tour_idpctkzs4g,Italy,Europe,45-64,Friends/Relatives,2,1,Leisure and Holidays,Mountain Climbing,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,No,No,5,5,Yes,High Cost
tour_idhnah9cvs,Cameroon,Africa,65+,Alone,1,0,Leisure and Holidays,Mountain Climbing,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,8,0,No,High Cost
tour_id8qzlcb5v,Italy,Europe,25-44,Spouse,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,Yes,0,7,Yes,High Cost
tour_idr9ilv0rb,Zambia,Africa,25-44,Alone,0,1,Business,Bird Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,12,0,No,Normal Cost
tour_idewqp2qn0,Sweden,Europe,45-64,Alone,1,0,Leisure and Holidays,Mountain Climbing,"Travel agent, tour operator",Package Tour,No,No,No,No,No,No,No,8,6,Yes,High Cost
tour_idn90zyot3,United Kingdom,Europe,18-24,Friends/Relatives,3,1,Leisure and Holidays,Mountain Climbing,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,5,3,Yes,High Cost
tour_id0dmkd52j,Uganda,Africa,25-44,Friends/Relatives,1,1,Visiting Friends and Relatives,Beach Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,1,0,Yes,Lower Cost
tour_idn072mr8m,Germany,Europe,18-24,Alone,1,0,Volunteering,Mountain Climbing,"Travel agent, tour operator",Package Tour,No,Yes,Yes,No,No,Yes,No,22,0,Yes,High Cost
tour_idcz9iu7mm,Australia,Australia,45-64,Alone,0,1,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,8,0,Yes,High Cost
tour_idbm66yc5r,United States of America,North America,65+,Spouse,1,1,Leisure and Holidays,Mountain Climbing,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,6,11,Yes,Higher Cost
tour_id352wxn36,Denmark,Europe,25-44,Spouse,1,1,Leisure and Holidays,Mountain Climbing,Others,Independent Tour,Yes,Yes,Yes,Yes,No,No,No,5,0,Yes,Normal Cost
tour_idi1dh0z90,China,Asia,18-24,Friends/Relatives,4,2,Volunteering,Hunting Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,39,3,Yes,Normal Cost
tour_idhz5eyrv0,Spain,Europe,45-64,Alone,0,1,Leisure and Holidays,Mountain Climbing,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,5,0,Yes,High Cost
tour_idat9igzes,Australia,Australia,45-64,Spouse,1,1,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,0,4,Yes,High Cost
tour_idyktdviqr,Zambia,Africa,25-44,Alone,0,1,Visiting Friends and Relatives,Mountain Climbing,"Travel agent, tour operator",Independent Tour,No,No,No,No,No,No,No,2,0,Yes,Low Cost
tour_idoxnzu8ur,France,Europe,25-44,Spouse and Children,3,2,Leisure and Holidays,Mountain Climbing,"Travel agent, tour operator",Package Tour,Yes,Yes,No,Yes,Yes,Yes,No,7,3,Yes,Higher Cost
tour_id5kw2hf17,United States of America,North America,45-64,Alone,1,0,Medical,Mountain Climbing,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,No,No,3,0,Yes,Higher Cost
tour_idt2xxwhai,United Kingdom,Europe,45-64,Alone,0,1,Meetings and Conference,Mountain Climbing,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,19,0,Yes,Normal Cost
tour_idwxy4ldfp,Malaysia,Asia,25-44,Alone,0,1,Other,Hunting Tourism,"Radio, TV, Web",Independent Tour,No,No,No,No,No,No,No,1,0,Yes,Low Cost
tour_idixkd3ls9,Australia,Australia,25-44,Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Radio, TV, Web",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,5,0,Yes,Low Cost
tour_id4u9zqnvd,Slovakia,Europe,25-44,Alone,1,0,Visiting Friends and Relatives,Hunting Tourism,"Travel agent, tour operator",Independent Tour,No,No,No,No,No,No,No,4,0,No,Lower Cost
tour_idx5cgn0ue,Kenya,Africa,25-44,Friends/Relatives,2,2,Other,Hunting Tourism,"Newspaper, magazines, brochures",Independent Tour,No,No,No,No,No,No,No,2,0,Yes,Normal Cost
tour_id1gmeulkp,United States of America,North America,25-44,Spouse,0,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Independent Tour,No,No,No,No,No,No,No,6,4,Yes,Normal Cost
tour_iddgqaf9d9,Italy,Europe,25-44,Spouse,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,7,Yes,Higher Cost
tour_id5nrdo5nw,Belgium,Europe,18-24,Spouse,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,8,0,Yes,Higher Cost
tour_idxv8pubab,United States of America,North America,25-44,Spouse,1,1,Leisure and Holidays,Mountain Climbing,"Radio, TV, Web",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,3,0,Yes,Higher Cost
tour_idau108cjo,United States of America,North America,65+,Spouse,1,1,Leisure and Holidays,Mountain Climbing,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,0,Yes,Higher Cost
tour_idyh9anow7,Japan,Asia,45-64,Alone,1,0,Visiting Friends and Relatives,Mountain Climbing,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,3,2,Yes,Normal Cost
tour_idaqgslmv5,Belgium,Europe,45-64,Spouse,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,No,0,7,Yes,High Cost
tour_idwt9a0dvw,United States of America,North America,65+,Spouse,1,1,Leisure and Holidays,Mountain Climbing,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,0,Yes,Higher Cost
tour_idcdn887bg,United States of America,North America,25-44,Alone,1,0,Leisure and Holidays,Beach Tourism,"Radio, TV, Web",Independent Tour,No,No,No,No,No,No,No,0,10,Yes,Normal Cost
tour_idzp62droo,United Kingdom,Europe,18-24,Alone,0,1,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,Yes,No,10,0,Yes,Lower Cost
tour_idbda53h5j,Colombia,South America,25-44,Friends/Relatives,4,0,Leisure and Holidays,Mountain Climbing,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,2,0,Yes,Higher Cost
tour_idacg2kei0,Spain,Europe,45-64,Spouse,1,1,Leisure and Holidays,Mountain Climbing,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,3,No,Higher Cost
tour_idwo13dk8h,Rwanda,Africa,45-64,Spouse,0,1,Meetings and Conference,Diving and Sport Fishing,"Travel agent, tour operator",Independent Tour,No,No,No,No,No,No,No,5,0,Yes,Lower Cost
tour_idt16c1cf4,United Kingdom,Europe,65+,Spouse,1,1,Leisure and Holidays,Conference Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,14,7,Yes,High Cost
tour_ido0aqx3ky,United Kingdom,Europe,18-24,Alone,0,1,Leisure and Holidays,Conference Tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10,0,Yes,High Cost
tour_idwz9no80q,Canada,North America,25-44,Alone,1,0,Leisure and Holidays,Mountain Climbing,"Travel agent, tour operator",Independent Tour,No,No,No,No,No,No,No,10,0,No,Lower Cost
tour_idk8tli9y3,United Kingdom,Europe,18-24,With children,1,0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,No,No,24,4,Yes,High Cost
tour_idh8b9knif,Italy,Europe,25-44,Friends/Relatives,1,2,Leisure and Holidays,Wildlife Tourism,Others,Package Tour,Yes,Yes,Yes,No,No,No,No,6,0,Yes,Higher Cost
tour_idovz7yrvm,South Africa,Africa,25-44,Alone,1,0,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,10,0,Yes,Normal Cost
tour_idjtv6z39e,United Kingdom,Europe,45-64,Friends/Relatives,2,0,Leisure and Holidays,Business,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,0,4,Yes,Normal Cost
tour_ids0elsrik,Uganda,Africa,25-44,Alone,0,1,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,14,0,No,Lower Cost
tour_idns4s1g7i,United States of America,North America,45-64,Spouse,1,1,Leisure and Holidays,Conference Tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,No,Yes,No,12,0,Yes,Higher Cost
tour_id6bmqp5h6,United States of America,North America,45-64,Alone,1,0,Visiting Friends and Relatives,Wildlife Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,7,0,Yes,Normal Cost
tour_idwnfuc0he,United Kingdom,Europe,25-44,Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,5,5,Yes,Higher Cost
tour_idy2yd7fy9,France,Europe,25-44,With children,0,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,12,3,Yes,High Cost
tour_idgot8x766,United Kingdom,Europe,<18,Alone,0,1,Volunteering,Mountain Climbing,"Travel agent, tour operator",Independent Tour,No,No,No,No,No,No,No,20,0,Yes,Normal Cost
tour_id6nrdjbgu,Zambia,Africa,45-64,Alone,0,1,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,2,0,No,Lower Cost
tour_ide2dq1oxq,South Africa,Africa,25-44,Alone,1,0,Leisure and Holidays,Beach Tourism,"Radio, TV, Web",Independent Tour,No,No,No,No,No,No,No,2,2,Yes,Low Cost
tour_idlkchq0vw,United States of America,North America,25-44,Friends/Relatives,1,1,Leisure and Holidays,Mountain Climbing,"Travel agent, tour operator",Package Tour,No,Yes,Yes,No,Yes,Yes,No,5,2,Yes,High Cost
tour_idchi1d11h,Italy,Europe,25-44,Alone,1,0,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,22,0,No,Low Cost
tour_iduk22tv98,France,Europe,25-44,Spouse,1,1,Leisure and Holidays,Mountain Climbing,"Newspaper, magazines, brochures",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7,6,Yes,Higher Cost
tour_idx7oww6qe,Spain,Europe,25-44,Friends/Relatives,2,3,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,12,3,Yes,Higher Cost
tour_idmsls8ff3,Oman,Asia,45-64,Alone,0,1,Visiting Friends and Relatives,Business,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,0,30,No,Low Cost
tour_idxvh16p3m,Brazil,South America,45-64,Alone,1,0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,0,Yes,High Cost
tour_idfagx6ldx,Poland,Europe,25-44,With children,1,0,Leisure and Holidays,Wildlife Tourism,"Newspaper, magazines, brochures",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,0,No,Higher Cost
